n_cs = 0012;
n_tp = 0006;
ris_price = 1.0000e-01;
iab_price = 0001;
ncr_price = 5.0000e-01;
budget = [ 0000, 2.0000e-01, 4.0000e-01, 6.0000e-01, 8.0000e-01, 0001, 1.2000e+00, 1.4000e+00, 1.6000e+00, 1.8000e+00, 0002, 2.2000e+00, 2.4000e+00, 2.6000e+00, 2.8000e+00, 0003, 3.2000e+00, 3.4000e+00, 3.6000e+00, 3.8000e+00, 0004, 4.2000e+00, 4.4000e+00, 4.6000e+00, 4.8000e+00, 0005, 5.2000e+00, 5.4000e+00, 5.6000e+00, 5.8000e+00, 0006, 6.2000e+00, 6.4000e+00, 6.6000e+00, 6.8000e+00, 0007, 7.2000e+00, 7.4000e+00, 7.6000e+00, 7.8000e+00, 0008, 8.2000e+00, 8.4000e+00, 8.6000e+00, 8.8000e+00, 0009, 9.2000e+00, 9.4000e+00, 9.6000e+00, 9.8000e+00, 0010];
delta_bh = [[ 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000, 0001],
[ 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0001, 0000]];
delta_src = [[[[ 0000, 0000],
[ 2.2894e+03, 2.4786e+03],
[ 0000, 0000],
[ 2.2894e+03, 2.2894e+03]],
[[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.1367e+03],
[ 3.0879e+03, 3.1656e+03],
[ 3.0879e+03, 3.1058e+03],
[ 3.0879e+03, 3.2687e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.3949e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.2890e+03],
[ 3.0879e+03, 3.1393e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 2.7417e+03, 2.7417e+03],
[ 0000, 0000],
[ 2.7417e+03, 2.8933e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 3.0936e+03],
[ 2.7417e+03, 2.9281e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.9479e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 3.0319e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03]],
[[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 0000, 0000],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.4614e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03]],
[[ 2.6584e+03, 2.6584e+03],
[ 2.6584e+03, 2.6584e+03],
[ 2.6584e+03, 3.1371e+03],
[ 0000, 0000],
[ 2.6584e+03, 2.6584e+03],
[ 2.6584e+03, 2.9423e+03],
[ 2.6584e+03, 3.0753e+03],
[ 2.6584e+03, 2.9374e+03],
[ 2.6584e+03, 2.6584e+03],
[ 2.6584e+03, 2.8603e+03],
[ 2.6584e+03, 2.9006e+03],
[ 2.6584e+03, 2.6584e+03]],
[[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 0000, 0000],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03],
[ 3.6180e+03, 3.6180e+03]],
[[ 2.7187e+03, 2.7187e+03],
[ 2.7187e+03, 2.7187e+03],
[ 2.7187e+03, 3.2647e+03],
[ 2.7187e+03, 2.7187e+03],
[ 2.7187e+03, 2.7187e+03],
[ 0000, 0000],
[ 2.7187e+03, 3.1138e+03],
[ 2.7187e+03, 2.9908e+03],
[ 2.7187e+03, 2.7187e+03],
[ 2.7187e+03, 3.0184e+03],
[ 2.7187e+03, 2.9453e+03],
[ 2.7187e+03, 2.7187e+03]],
[[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 0000, 0000],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03],
[ 3.0879e+03, 3.0879e+03]],
[[ 2.8537e+03, 2.8537e+03],
[ 2.8537e+03, 2.8537e+03],
[ 2.8537e+03, 3.2306e+03],
[ 2.8537e+03, 2.8537e+03],
[ 2.8537e+03, 3.4322e+03],
[ 2.8537e+03, 3.0276e+03],
[ 2.8537e+03, 2.8537e+03],
[ 0000, 0000],
[ 2.8537e+03, 2.8537e+03],
[ 2.8537e+03, 3.0540e+03],
[ 2.8537e+03, 2.8537e+03],
[ 2.8537e+03, 2.8537e+03]],
[[ 2.5795e+03, 2.5795e+03],
[ 2.5795e+03, 2.7595e+03],
[ 2.5795e+03, 3.0236e+03],
[ 2.5795e+03, 2.7784e+03],
[ 2.5795e+03, 3.2563e+03],
[ 2.5795e+03, 2.8190e+03],
[ 2.5795e+03, 2.5795e+03],
[ 2.5795e+03, 2.7738e+03],
[ 0000, 0000],
[ 2.5795e+03, 2.8250e+03],
[ 2.5795e+03, 2.7516e+03],
[ 2.5795e+03, 2.5795e+03]],
[[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03],
[ 0000, 0000],
[ 2.9009e+03, 2.9009e+03],
[ 2.9009e+03, 2.9009e+03]],
[[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 3.0294e+03],
[ 2.8232e+03, 3.0377e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 3.1348e+03],
[ 0000, 0000],
[ 2.8232e+03, 2.8232e+03]],
[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
],
];
C_src_ul = [[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 1.7167e+03, 1.7167e+03],
[ 0000, 0000],
[ 1.7167e+03, 1.7782e+03],
[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 1.7862e+03],
[ 1.7167e+03, 2.2010e+03],
[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 1.7551e+03],
[ 1.7167e+03, 1.8092e+03],
[ 1.7167e+03, 2.0230e+03],
[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 1.7167e+03]],
[[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 0000, 0000],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0305e+03],
[ 2.0135e+03, 2.7039e+03],
[ 2.0135e+03, 2.0628e+03],
[ 2.0135e+03, 2.1718e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0537e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03]],
[[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 0000, 0000],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 3.2185e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03],
[ 2.8550e+03, 2.8550e+03]],
[[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0305e+03],
[ 2.0135e+03, 2.0135e+03],
[ 0000, 0000],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0636e+03],
[ 2.0135e+03, 2.2017e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0778e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03]],
[[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 0000, 0000],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03],
[ 3.2778e+03, 3.2778e+03]],
[[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 1.9989e+03],
[ 1.9602e+03, 1.9602e+03],
[ 0000, 0000],
[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 1.9602e+03],
[ 1.9602e+03, 2.3559e+03],
[ 1.9602e+03, 2.0245e+03],
[ 1.9602e+03, 1.9602e+03]],
[[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 3.0508e+03],
[ 2.5989e+03, 2.5989e+03],
[ 0000, 0000],
[ 2.6061e+03, 2.5989e+03],
[ 2.5989e+03, 3.0033e+03],
[ 2.5989e+03, 2.5989e+03],
[ 2.5989e+03, 2.5989e+03]],
[[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.5605e+03],
[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.3731e+03],
[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.3575e+03],
[ 0000, 0000],
[ 2.2543e+03, 2.8528e+03],
[ 2.2543e+03, 2.2543e+03],
[ 2.2543e+03, 2.2543e+03]],
[[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.6604e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03],
[ 0000, 0000],
[ 3.2113e+03, 3.2113e+03],
[ 3.2113e+03, 3.2113e+03]],
[[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.8052e+03],
[ 0000, 0000],
[ 2.2851e+03, 2.2851e+03]],
[[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.4185e+03],
[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.4142e+03],
[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.5629e+03],
[ 2.3956e+03, 2.3956e+03],
[ 2.3956e+03, 2.6012e+03],
[ 2.3956e+03, 2.4588e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 1.8414e+03, 1.8414e+03],
[ 0000, 0000],
[ 1.8414e+03, 1.9946e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.9023e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03],
[ 1.8414e+03, 1.8414e+03]],
[[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 0000, 0000],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03]],
[[ 1.6524e+03, 1.6524e+03],
[ 1.6524e+03, 1.6831e+03],
[ 1.6524e+03, 2.1031e+03],
[ 0000, 0000],
[ 1.6524e+03, 2.1085e+03],
[ 1.6524e+03, 1.6563e+03],
[ 1.6524e+03, 1.7256e+03],
[ 1.6524e+03, 1.7044e+03],
[ 1.6524e+03, 1.6641e+03],
[ 1.6524e+03, 1.6552e+03],
[ 1.6524e+03, 1.6839e+03],
[ 1.6524e+03, 1.6524e+03]],
[[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 0000, 0000],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03],
[ 3.2695e+03, 3.2695e+03]],
[[ 1.8481e+03, 1.8481e+03],
[ 1.8481e+03, 1.8481e+03],
[ 1.8481e+03, 2.2532e+03],
[ 1.8481e+03, 1.8481e+03],
[ 1.8481e+03, 2.3319e+03],
[ 0000, 0000],
[ 1.8481e+03, 1.9025e+03],
[ 1.8481e+03, 1.8873e+03],
[ 1.8481e+03, 1.8481e+03],
[ 1.8481e+03, 1.8625e+03],
[ 1.8481e+03, 1.8481e+03],
[ 1.8481e+03, 1.8481e+03]],
[[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.2141e+03],
[ 2.1778e+03, 2.1778e+03],
[ 0000, 0000],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.2188e+03],
[ 2.1778e+03, 2.1778e+03],
[ 2.1778e+03, 2.1778e+03]],
[[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.2271e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.6524e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03],
[ 0000, 0000],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0561e+03],
[ 2.0135e+03, 2.0135e+03],
[ 2.0135e+03, 2.0135e+03]],
[[ 1.4948e+03, 1.4948e+03],
[ 1.4948e+03, 1.5732e+03],
[ 1.4948e+03, 1.8965e+03],
[ 1.4948e+03, 1.5184e+03],
[ 1.4948e+03, 2.1592e+03],
[ 1.4948e+03, 1.5471e+03],
[ 1.4948e+03, 1.4948e+03],
[ 1.4948e+03, 1.5204e+03],
[ 0000, 0000],
[ 1.4948e+03, 1.5815e+03],
[ 1.4948e+03, 1.4948e+03],
[ 1.4948e+03, 1.4948e+03]],
[[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.5561e+03],
[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.5760e+03],
[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.1502e+03],
[ 2.1171e+03, 2.1171e+03],
[ 0000, 0000],
[ 2.1171e+03, 2.1171e+03],
[ 2.1171e+03, 2.1171e+03]],
[[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 2.3647e+03],
[ 1.7167e+03, 1.7308e+03],
[ 1.7167e+03, 1.9355e+03],
[ 1.7167e+03, 1.7496e+03],
[ 1.7167e+03, 1.7503e+03],
[ 1.7167e+03, 1.7702e+03],
[ 1.7167e+03, 1.7167e+03],
[ 1.7167e+03, 1.7864e+03],
[ 0000, 0000],
[ 1.7167e+03, 1.7167e+03]],
[[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.9337e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 2.8232e+03, 2.8232e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 2.7678e+03, 2.7678e+03],
[ 0000, 0000],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03],
[ 2.7678e+03, 2.7678e+03]],
[[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.5531e+03],
[ 0000, 0000],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.5858e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03]],
[[ 1.8283e+03, 1.8283e+03],
[ 1.8283e+03, 1.8283e+03],
[ 1.8283e+03, 1.8283e+03],
[ 0000, 0000],
[ 1.8283e+03, 1.8283e+03],
[ 1.8283e+03, 1.8700e+03],
[ 1.8283e+03, 1.8283e+03],
[ 1.8283e+03, 1.9101e+03],
[ 1.8283e+03, 1.9394e+03],
[ 1.8283e+03, 1.8978e+03],
[ 1.8283e+03, 1.8283e+03],
[ 1.8283e+03, 1.8283e+03]],
[[ 1.9384e+03, 1.9384e+03],
[ 1.9384e+03, 1.9384e+03],
[ 1.9384e+03, 1.9788e+03],
[ 1.9384e+03, 1.9384e+03],
[ 0000, 0000],
[ 1.9384e+03, 2.0330e+03],
[ 1.9384e+03, 1.9384e+03],
[ 1.9384e+03, 2.2821e+03],
[ 1.9384e+03, 1.9384e+03],
[ 1.9384e+03, 2.0257e+03],
[ 1.9384e+03, 1.9384e+03],
[ 1.9384e+03, 1.9384e+03]],
[[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1225e+03],
[ 0000, 0000],
[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1520e+03],
[ 2.1225e+03, 2.2116e+03],
[ 2.1225e+03, 2.1460e+03],
[ 2.1225e+03, 2.1225e+03],
[ 2.1225e+03, 2.1225e+03]],
[[ 1.5788e+03, 1.5788e+03],
[ 1.5788e+03, 1.5788e+03],
[ 1.5788e+03, 1.6642e+03],
[ 1.5788e+03, 1.6332e+03],
[ 1.5788e+03, 1.6257e+03],
[ 1.5788e+03, 1.6671e+03],
[ 0000, 0000],
[ 1.5788e+03, 1.7784e+03],
[ 1.5788e+03, 1.7465e+03],
[ 1.5788e+03, 1.6408e+03],
[ 1.5788e+03, 1.5902e+03],
[ 1.5788e+03, 1.5788e+03]],
[[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 0000, 0000],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03],
[ 2.7707e+03, 2.7707e+03]],
[[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.6163e+03],
[ 0000, 0000],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03],
[ 2.4522e+03, 2.4522e+03]],
[[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.3462e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.3092e+03],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.3695e+03],
[ 2.2851e+03, 2.4073e+03],
[ 0000, 0000],
[ 2.2851e+03, 2.2851e+03],
[ 2.2851e+03, 2.2851e+03]],
[[ 1.3583e+03, 1.3583e+03],
[ 1.3583e+03, 1.3583e+03],
[ 1.3583e+03, 1.5224e+03],
[ 1.3583e+03, 1.4373e+03],
[ 1.3583e+03, 1.4556e+03],
[ 1.3583e+03, 1.4532e+03],
[ 1.3583e+03, 1.3881e+03],
[ 1.3583e+03, 1.5549e+03],
[ 1.3583e+03, 1.5617e+03],
[ 1.3583e+03, 1.4225e+03],
[ 0000, 0000],
[ 1.3583e+03, 1.3583e+03]],
[[ 2.1438e+03, 2.1438e+03],
[ 2.1438e+03, 2.1438e+03],
[ 2.1438e+03, 2.1744e+03],
[ 2.1438e+03, 2.1468e+03],
[ 2.1438e+03, 2.1530e+03],
[ 2.1438e+03, 2.2155e+03],
[ 2.1438e+03, 2.1438e+03],
[ 2.1438e+03, 2.3692e+03],
[ 2.1438e+03, 2.1438e+03],
[ 2.1438e+03, 2.2098e+03],
[ 2.1438e+03, 2.1445e+03],
[ 0000, 0000]],
],
[[[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000],
[ 0000, 0000]],
[[ 1.4882e+03, 1.4882e+03],
[ 0000, 0000],
[ 1.4882e+03, 1.5744e+03],
[ 1.4882e+03, 1.7534e+03],
[ 1.4882e+03, 1.6033e+03],
[ 1.4882e+03, 1.7906e+03],
[ 1.4882e+03, 1.4882e+03],
[ 1.4882e+03, 1.5762e+03],
[ 1.4882e+03, 1.5715e+03],
[ 1.4882e+03, 1.6343e+03],
[ 1.4882e+03, 1.4882e+03],
[ 1.4882e+03, 1.4882e+03]],
[[ 1.9601e+03, 1.9601e+03],
[ 1.9601e+03, 1.9601e+03],
[ 0000, 0000],
[ 1.9601e+03, 1.9601e+03],
[ 1.9601e+03, 1.9839e+03],
[ 1.9601e+03, 2.3332e+03],
[ 1.9601e+03, 2.0893e+03],
[ 1.9601e+03, 2.0589e+03],
[ 1.9601e+03, 1.9601e+03],
[ 1.9601e+03, 2.2670e+03],
[ 1.9601e+03, 1.9601e+03],
[ 1.9601e+03, 1.9601e+03]],
[[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03],
[ 0000, 0000],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.8357e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 3.0512e+03],
[ 2.7417e+03, 2.7417e+03],
[ 2.7417e+03, 2.7417e+03]],
[[ 2.1134e+03, 2.1134e+03],
[ 2.1134e+03, 2.1134e+03],
[ 2.1134e+03, 2.1305e+03],
[ 2.1134e+03, 2.1134e+03],
[ 0000, 0000],
[ 2.1134e+03, 2.1134e+03],
[ 2.1134e+03, 2.2143e+03],
[ 2.1134e+03, 2.2156e+03],
[ 2.1134e+03, 2.1134e+03],
[ 2.1134e+03, 2.4887e+03],
[ 2.1134e+03, 2.1134e+03],
[ 2.1134e+03, 2.1134e+03]],
[[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 0000, 0000],
[ 2.8050e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.9608e+03],
[ 2.8028e+03, 2.8028e+03],
[ 2.8028e+03, 2.8028e+03]],
[[ 2.4133e+03, 2.4133e+03],
[ 2.4133e+03, 2.4133e+03],
